layer,head,accuracy,precision,recall,f1
0,0,0.9440999999999999,0.9512457537374928,0.9360494454379606,0.943530020524852
0,1,0.9431999999999998,0.9471896965367224,0.9386878234965941,0.9429006343407329
0,2,0.9418,0.9487418632097366,0.933720426479417,0.9411470683365458
0,3,0.962,0.967018205568046,0.9566078985494325,0.9617752075946377
0,4,0.9704,0.9700034801845447,0.9706661460111551,0.9703287667801963
0,5,0.9526999999999999,0.950609560401735,0.954723667483087,0.9526459776017738
0,6,0.9574999999999999,0.9629762447497475,0.951406610906876,0.957125603670361
0,7,0.9627000000000001,0.9620292543649569,0.9633199428821351,0.9626541383738123
0,8,0.9246000000000001,0.9308803120954672,0.9170142808409475,0.9238654311994802
0,9,0.9602,0.9612395663553329,0.9588593572446534,0.9600409168726486
0,10,0.9737,0.9653830136666344,0.9824967887919319,0.9738558570481765
0,11,0.9509000000000001,0.9515155042822915,0.950042825584559,0.950766203043855
0,12,0.961,0.9673064892918981,0.9540637415577058,0.9606351502466645
0,13,0.9716000000000001,0.9667169276749326,0.9766785084774986,0.9716596059778757
0,14,0.9718,0.9654218478089479,0.9785262050096076,0.9719252758596241
0,15,0.9732,0.9646296514958108,0.982327482798612,0.973383814717829
0,16,0.9063000000000001,0.9108933963058533,0.9004065590921059,0.9055381402910679
0,17,0.9659000000000001,0.960130360613985,0.9720113739516633,0.9660151406490197
0,18,0.9587,0.9486865926208008,0.9695889596727619,0.9589909721734868
0,19,0.9480000000000001,0.9506966473998528,0.9447834636550837,0.947694977623742
0,20,0.9196,0.9193599513160935,0.9194197956364775,0.919341165497811
0,21,0.8985,0.9435062489621652,0.8474481829206324,0.8928913956360611
0,22,0.8386999999999999,0.950581798017559,0.7140980776080397,0.8155191410002922
0,23,0.8977,0.9194083920745181,0.8716771059391457,0.8948739813561909
0,24,0.906,0.9246094409618099,0.8841379562682337,0.9038331001778033
0,25,0.9196,0.937198513874099,0.8991107471760623,0.917731972538213
0,26,0.9131,0.9246107248318134,0.8994541819965715,0.9118241839121582
0,27,0.9381,0.9510286264065577,0.9233076379124787,0.9369480601601852
1,0,0.9714,0.9608531054553705,0.982708286168189,0.9716546767935942
1,1,0.9734999999999999,0.9647930688883125,0.982742917360208,0.9736795070799887
1,2,0.954,0.9517811889742909,0.9562228090015589,0.9539794054556812
1,3,0.9762000000000001,0.970352102981737,0.9823516406622208,0.9763022085224107
1,4,0.9343,0.9249737006551408,0.9450811944513895,0.934885760963644
1,5,0.9073,0.903991720169979,0.9111524451523927,0.9075111646846252
1,6,0.9494,0.9524462367918636,0.9458130244079191,0.9490916520385568
1,7,0.9504999999999999,0.9510226734728251,0.9498977842644442,0.9504344036830117
1,8,0.9421999999999999,0.9503997653962921,0.9329984564687127,0.9415925937097807
1,9,0.9457999999999999,0.94239056279891,0.9493880115752493,0.9458596755302944
1,10,0.9343999999999999,0.9419097203610395,0.92576447204367,0.9337442797597056
1,11,0.9577,0.9699492584677474,0.9445344282414704,0.9570615321635154
1,12,0.9616,0.9725001880553112,0.9497505904458807,0.9609449688399
1,13,0.9402999999999999,0.9367358197237403,0.9443703328610875,0.9404967910132933
1,14,0.9639,0.9753422500107588,0.9516719844814439,0.963355135704013
1,15,0.9765,0.9695523115663146,0.9837417237090543,0.9765907848736598
1,16,0.9598000000000001,0.9439345429778868,0.9775424912730701,0.9604327710109422
1,17,0.9709,0.9621454248403234,0.9804122320566616,0.9711887067166826
1,18,0.9588000000000001,0.9553800940688415,0.9621375569660569,0.9587279067380461
1,19,0.9663999999999999,0.9538473714056437,0.9800693191333684,0.9667691154017615
1,20,0.9640000000000001,0.9560255800034033,0.9728146795041074,0.9643379479285604
1,21,0.9406000000000001,0.9421842645119073,0.9383908326453859,0.9402679517723852
1,22,0.9685,0.9652029028348903,0.9718723354078758,0.9685163812101484
1,23,0.9720000000000001,0.9652548723061415,0.979033234258902,0.9720890866501195
1,24,0.9607000000000001,0.9503874816460105,0.9721712924495023,0.9611511614066807
1,25,0.9722,0.9663622622618722,0.9783282495304475,0.9722917258828602
1,26,0.9132999999999999,0.9103915684193835,0.916591498022443,0.9134467064081642
1,27,0.966,0.9648812402342178,0.9671217928751356,0.9659819017862267
2,0,0.9490999999999999,0.9624929816111433,0.9344489067618739,0.9482310428978389
2,1,0.9541000000000001,0.962641330334864,0.9447406481438969,0.9535991701773053
2,2,0.9595999999999998,0.9723776599579773,0.9459737556075438,0.9589805188997114
2,3,0.9644,0.9655938503939699,0.963106854677638,0.9643343361750576
2,4,0.9703000000000002,0.9817396734703315,0.9582925412698791,0.9698674928593723
2,5,0.9570000000000001,0.95852565284452,0.9551382030716964,0.9568266403346684
2,6,0.9576,0.9616738062661288,0.9529057501686164,0.9572577808676787
2,7,0.9624,0.9580960087233125,0.9671668663631772,0.9625828595626675
2,8,0.9628,0.9537617698254385,0.9727197456673498,0.963128233607484
2,9,0.9706000000000001,0.9635550406942087,0.9781961214006177,0.9708182202307027
2,10,0.9715,0.9622060802854524,0.9815119455752678,0.9717544871160892
